exp_id,episode,global_timestep,episode_steps,cost,duration
Medicine_pareto_test_20260511T201320,845,8694,4,80.0,110.0
Medicine_pareto_test_20260511T201320,846,8697,3,60.0,65.0
Medicine_pareto_test_20260511T201320,847,8702,5,100.0,85.0
Medicine_pareto_test_20260511T201320,848,8705,3,60.0,65.0
Medicine_pareto_test_20260511T201320,849,8709,4,90.0,70.0
Medicine_pareto_test_20260511T201320,850,8715,6,130.0,90.0
Medicine_pareto_test_20260511T201320,851,8723,8,150.0,120.0
Medicine_pareto_test_20260511T201320,852,8729,6,110.0,100.0
Medicine_pareto_test_20260511T201320,853,8740,11,215.0,160.0
Medicine_pareto_test_20260511T201320,854,8743,3,60.0,65.0
Medicine_pareto_test_20260511T201320,855,8749,6,130.0,90.0
Medicine_pareto_test_20260511T201320,856,8756,7,135.0,100.0
Medicine_pareto_test_20260511T201320,857,8762,6,120.0,130.0
Medicine_pareto_test_20260511T201320,858,8771,9,170.0,115.0
Medicine_pareto_test_20260511T201320,859,8780,9,175.0,260.0
Medicine_pareto_test_20260511T201320,860,8784,4,80.0,110.0
Medicine_pareto_test_20260511T201320,861,8788,4,90.0,70.0
Medicine_pareto_test_20260511T201320,862,8793,5,95.0,80.0
Medicine_pareto_test_20260511T201320,863,8797,4,70.0,80.0
Medicine_pareto_test_20260511T201320,864,8804,7,145.0,130.0
Medicine_pareto_test_20260511T201320,865,8807,3,60.0,65.0
Medicine_pareto_test_20260511T201320,866,8816,9,140.0,215.0
Medicine_pareto_test_20260511T201320,867,8829,13,225.0,300.0
Medicine_pareto_test_20260511T201320,868,8837,8,145.0,115.0
Medicine_pareto_test_20260511T201320,869,8840,3,60.0,65.0
Medicine_pareto_test_20260511T201320,870,8846,6,90.0,130.0
Medicine_pareto_test_20260511T201320,871,8855,9,215.0,100.0
Medicine_pareto_test_20260511T201320,872,8861,6,125.0,85.0
Medicine_pareto_test_20260511T201320,873,8866,5,120.0,75.0
Medicine_pareto_test_20260511T201320,874,8869,3,60.0,65.0
Medicine_pareto_test_20260511T201320,875,8872,3,60.0,65.0
Medicine_pareto_test_20260511T201320,876,8876,4,80.0,110.0
Medicine_pareto_test_20260511T201320,877,8882,6,115.0,125.0
Medicine_pareto_test_20260511T201320,878,8892,10,135.0,145.0
Medicine_pareto_test_20260511T201320,879,8895,3,60.0,65.0
Medicine_pareto_test_20260511T201320,880,8902,7,155.0,90.0
Medicine_pareto_test_20260511T201320,881,8905,3,60.0,65.0
Medicine_pareto_test_20260511T201320,882,8914,9,150.0,175.0
Medicine_pareto_test_20260511T201320,883,8921,7,150.0,205.0
Medicine_pareto_test_20260511T201320,884,8927,6,105.0,165.0
Medicine_pareto_test_20260511T201320,885,8934,7,135.0,100.0
Medicine_pareto_test_20260511T201320,886,8939,5,110.0,115.0
Medicine_pareto_test_20260511T201320,887,8946,7,125.0,140.0
Medicine_pareto_test_20260511T201320,888,8954,8,130.0,150.0
Medicine_pareto_test_20260511T201320,889,8958,4,90.0,70.0
Medicine_pareto_test_20260511T201320,890,8961,3,60.0,65.0
Medicine_pareto_test_20260511T201320,891,8964,3,60.0,65.0
Medicine_pareto_test_20260511T201320,892,8967,3,60.0,65.0
Medicine_pareto_test_20260511T201320,893,8973,6,130.0,90.0
Medicine_pareto_test_20260511T201320,894,8978,5,95.0,80.0
Medicine_pareto_test_20260511T201320,895,8986,8,170.0,180.0
Medicine_pareto_test_20260511T201320,896,8993,7,115.0,110.0
Medicine_pareto_test_20260511T201320,897,8997,4,70.0,80.0
Medicine_pareto_test_20260511T201320,898,9003,6,100.0,140.0
Medicine_pareto_test_20260511T201320,899,9012,9,195.0,180.0
Medicine_pareto_test_20260511T201320,900,9017,5,100.0,85.0
Medicine_pareto_test_20260511T201320,901,9023,6,130.0,90.0
Medicine_pareto_test_20260511T201320,902,9027,4,90.0,70.0
Medicine_pareto_test_20260511T201320,903,9033,6,110.0,100.0
Medicine_pareto_test_20260511T201320,904,9039,6,120.0,130.0
Medicine_pareto_test_20260511T201320,905,9042,3,60.0,65.0
Medicine_pareto_test_20260511T201320,906,9047,5,110.0,115.0
Medicine_pareto_test_20260511T201320,907,9053,6,125.0,85.0
Medicine_pareto_test_20260511T201320,908,9056,3,60.0,65.0
Medicine_pareto_test_20260511T201320,909,9060,4,90.0,70.0
Medicine_pareto_test_20260511T201320,910,9066,6,105.0,95.0
Medicine_pareto_test_20260511T201320,911,9069,3,60.0,65.0
Medicine_pareto_test_20260511T201320,912,9074,5,110.0,115.0
Medicine_pareto_test_20260511T201320,913,9079,5,85.0,120.0
Medicine_pareto_test_20260511T201320,914,9082,3,60.0,65.0
Medicine_pareto_test_20260511T201320,915,9090,8,155.0,145.0
Medicine_pareto_test_20260511T201320,916,9098,8,170.0,110.0
Medicine_pareto_test_20260511T201320,917,9102,4,65.0,75.0
Medicine_pareto_test_20260511T201320,918,9108,6,105.0,95.0
Medicine_pareto_test_20260511T201320,919,9111,3,60.0,65.0
Medicine_pareto_test_20260511T201320,920,9116,5,90.0,125.0
Medicine_pareto_test_20260511T201320,921,9125,9,165.0,110.0
Medicine_pareto_test_20260511T201320,922,9132,7,135.0,100.0
Medicine_pareto_test_20260511T201320,923,9139,7,140.0,105.0
Medicine_pareto_test_20260511T201320,924,9144,5,95.0,80.0
Medicine_pareto_test_20260511T201320,925,9155,11,260.0,125.0
Medicine_pareto_test_20260511T201320,926,9158,3,60.0,65.0
Medicine_pareto_test_20260511T201320,927,9161,3,60.0,65.0
Medicine_pareto_test_20260511T201320,928,9165,4,65.0,75.0
Medicine_pareto_test_20260511T201320,929,9172,7,115.0,110.0
Medicine_pareto_test_20260511T201320,930,9179,7,130.0,95.0
Medicine_pareto_test_20260511T201320,931,9184,5,120.0,75.0
Medicine_pareto_test_20260511T201320,932,9189,5,90.0,125.0
Medicine_pareto_test_20260511T201320,933,9193,4,80.0,110.0
Medicine_pareto_test_20260511T201320,934,9198,5,80.0,95.0
Medicine_pareto_test_20260511T201320,935,9205,7,140.0,105.0
Medicine_pareto_test_20260511T201320,936,9212,7,150.0,135.0
Medicine_pareto_test_20260511T201320,937,9218,6,100.0,140.0
Medicine_pareto_test_20260511T201320,938,9227,9,135.0,210.0
Medicine_pareto_test_20260511T201320,939,9230,3,60.0,65.0
Medicine_pareto_test_20260511T201320,940,9235,5,100.0,85.0
Medicine_pareto_test_20260511T201320,941,9239,4,65.0,75.0
Medicine_pareto_test_20260511T201320,942,9243,4,65.0,75.0
Medicine_pareto_test_20260511T201320,943,9248,5,75.0,90.0
Medicine_pareto_test_20260511T201320,944,9254,6,105.0,95.0
Medicine_pareto_test_20260511T201320,945,9258,4,90.0,70.0
Medicine_pareto_test_20260511T201320,946,9263,5,100.0,85.0
Medicine_pareto_test_20260511T201320,947,9271,8,145.0,115.0
Medicine_pareto_test_20260511T201320,948,9277,6,130.0,90.0
Medicine_pareto_test_20260511T201320,949,9284,7,140.0,105.0
Medicine_pareto_test_20260511T201320,950,9290,6,130.0,90.0
Medicine_pareto_test_20260511T201320,951,9294,4,90.0,70.0
Medicine_pareto_test_20260511T201320,952,9297,3,60.0,65.0
Medicine_pareto_test_20260511T201320,953,9307,10,220.0,110.0
Medicine_pareto_test_20260511T201320,954,9313,6,105.0,95.0
Medicine_pareto_test_20260511T201320,955,9316,3,60.0,65.0
Medicine_pareto_test_20260511T201320,956,9325,9,165.0,230.0
Medicine_pareto_test_20260511T201320,957,9329,4,80.0,110.0
Medicine_pareto_test_20260511T201320,958,9344,15,295.0,250.0
Medicine_pareto_test_20260511T201320,959,9349,5,100.0,85.0
Medicine_pareto_test_20260511T201320,960,9364,15,300.0,205.0
Medicine_pareto_test_20260511T201320,961,9371,7,150.0,135.0
Medicine_pareto_test_20260511T201320,962,9379,8,150.0,120.0
Medicine_pareto_test_20260511T201320,963,9384,5,80.0,95.0
Medicine_pareto_test_20260511T201320,964,9387,3,60.0,65.0
Medicine_pareto_test_20260511T201320,965,9394,7,140.0,105.0
Medicine_pareto_test_20260511T201320,966,9398,4,90.0,70.0
Medicine_pareto_test_20260511T201320,967,9402,4,65.0,75.0
Medicine_pareto_test_20260511T201320,968,9407,5,110.0,115.0
Medicine_pareto_test_20260511T201320,969,9412,5,110.0,115.0
Medicine_pareto_test_20260511T201320,970,9419,7,120.0,185.0
Medicine_pareto_test_20260511T201320,971,9424,5,95.0,80.0
Medicine_pareto_test_20260511T201320,972,9427,3,60.0,65.0
Medicine_pareto_test_20260511T201320,973,9432,5,120.0,75.0
Medicine_pareto_test_20260511T201320,974,9436,4,70.0,80.0
Medicine_pareto_test_20260511T201320,975,9441,5,90.0,125.0
Medicine_pareto_test_20260511T201320,976,9446,5,85.0,120.0
Medicine_pareto_test_20260511T201320,977,9449,3,60.0,65.0
Medicine_pareto_test_20260511T201320,978,9456,7,100.0,145.0
Medicine_pareto_test_20260511T201320,979,9459,3,60.0,65.0
Medicine_pareto_test_20260511T201320,980,9464,5,110.0,115.0
Medicine_pareto_test_20260511T201320,981,9469,5,95.0,80.0
Medicine_pareto_test_20260511T201320,982,9472,3,60.0,65.0
Medicine_pareto_test_20260511T201320,983,9479,7,140.0,175.0
Medicine_pareto_test_20260511T201320,984,9487,8,140.0,160.0
Medicine_pareto_test_20260511T201320,985,9490,3,60.0,65.0
Medicine_pareto_test_20260511T201320,986,9499,9,135.0,160.0
Medicine_pareto_test_20260511T201320,987,9505,6,105.0,95.0
Medicine_pareto_test_20260511T201320,988,9513,8,140.0,110.0
Medicine_pareto_test_20260511T201320,989,9517,4,90.0,70.0
Medicine_pareto_test_20260511T201320,990,9522,5,85.0,120.0
Medicine_pareto_test_20260511T201320,991,9530,8,170.0,110.0
Medicine_pareto_test_20260511T201320,992,9535,5,100.0,155.0
Medicine_pareto_test_20260511T201320,993,9545,10,205.0,125.0
Medicine_pareto_test_20260511T201320,994,9554,9,165.0,160.0
Medicine_pareto_test_20260511T201320,995,9572,18,315.0,235.0
Medicine_pareto_test_20260511T201320,996,9584,12,235.0,185.0
Medicine_pareto_test_20260511T201320,997,9588,4,90.0,70.0
Medicine_pareto_test_20260511T201320,998,9592,4,80.0,110.0
Medicine_pareto_test_20260511T201320,999,9596,4,70.0,80.0
Medicine_pareto_test_20260511T201320,1000,9604,8,165.0,105.0
Medicine_pareto_test_20260511T201320,1001,9621,17,350.0,185.0
Medicine_pareto_test_20260511T201320,1002,9626,5,110.0,115.0
Medicine_pareto_test_20260511T201320,1003,9634,8,145.0,115.0
Medicine_pareto_test_20260511T201320,1004,9637,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1005,9640,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1006,9643,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1007,9649,6,125.0,85.0
Medicine_pareto_test_20260511T201320,1008,9654,5,95.0,80.0
Medicine_pareto_test_20260511T201320,1009,9661,7,115.0,110.0
Medicine_pareto_test_20260511T201320,1010,9667,6,105.0,95.0
Medicine_pareto_test_20260511T201320,1011,9675,8,185.0,95.0
Medicine_pareto_test_20260511T201320,1012,9679,4,80.0,110.0
Medicine_pareto_test_20260511T201320,1013,9683,4,80.0,110.0
Medicine_pareto_test_20260511T201320,1014,9690,7,130.0,145.0
Medicine_pareto_test_20260511T201320,1015,9704,14,270.0,200.0
Medicine_pareto_test_20260511T201320,1016,9710,6,90.0,110.0
Medicine_pareto_test_20260511T201320,1017,9713,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1018,9717,4,65.0,75.0
Medicine_pareto_test_20260511T201320,1019,9722,5,80.0,95.0
Medicine_pareto_test_20260511T201320,1020,9726,4,70.0,80.0
Medicine_pareto_test_20260511T201320,1021,9730,4,90.0,70.0
Medicine_pareto_test_20260511T201320,1022,9736,6,130.0,90.0
Medicine_pareto_test_20260511T201320,1023,9747,11,255.0,120.0
Medicine_pareto_test_20260511T201320,1024,9751,4,65.0,75.0
Medicine_pareto_test_20260511T201320,1025,9754,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1026,9759,5,95.0,80.0
Medicine_pareto_test_20260511T201320,1027,9762,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1028,9768,6,130.0,90.0
Medicine_pareto_test_20260511T201320,1029,9777,9,165.0,160.0
Medicine_pareto_test_20260511T201320,1030,9780,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1031,9794,14,265.0,175.0
Medicine_pareto_test_20260511T201320,1032,9807,13,225.0,280.0
Medicine_pareto_test_20260511T201320,1033,9816,9,160.0,155.0
Medicine_pareto_test_20260511T201320,1034,9825,9,145.0,240.0
Medicine_pareto_test_20260511T201320,1035,9832,7,120.0,135.0
Medicine_pareto_test_20260511T201320,1036,9840,8,125.0,145.0
Medicine_pareto_test_20260511T201320,1037,9852,12,195.0,225.0
Medicine_pareto_test_20260511T201320,1038,9861,9,220.0,105.0
Medicine_pareto_test_20260511T201320,1039,9864,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1040,9867,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1041,9872,5,100.0,85.0
Medicine_pareto_test_20260511T201320,1042,9880,8,160.0,100.0
Medicine_pareto_test_20260511T201320,1043,9886,6,90.0,110.0
Medicine_pareto_test_20260511T201320,1044,9891,5,110.0,115.0
Medicine_pareto_test_20260511T201320,1045,9895,4,80.0,110.0
Medicine_pareto_test_20260511T201320,1046,9902,7,125.0,140.0
Medicine_pareto_test_20260511T201320,1047,9914,12,205.0,235.0
Medicine_pareto_test_20260511T201320,1048,9922,8,115.0,115.0
Medicine_pareto_test_20260511T201320,1049,9930,8,135.0,155.0
Medicine_pareto_test_20260511T201320,1050,9936,6,110.0,100.0
Medicine_pareto_test_20260511T201320,1051,9940,4,65.0,75.0
Medicine_pareto_test_20260511T201320,1052,9951,11,205.0,130.0
Medicine_pareto_test_20260511T201320,1053,9958,7,140.0,105.0
Medicine_pareto_test_20260511T201320,1054,9963,5,85.0,120.0
Medicine_pareto_test_20260511T201320,1055,9966,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1056,9975,9,160.0,205.0
Medicine_pareto_test_20260511T201320,1057,9980,5,85.0,120.0
Medicine_pareto_test_20260511T201320,1058,9983,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1059,9989,6,110.0,170.0
Medicine_pareto_test_20260511T201320,1060,9996,7,115.0,110.0
Medicine_pareto_test_20260511T201320,1061,10001,5,95.0,80.0
Medicine_pareto_test_20260511T201320,1062,10008,7,130.0,95.0
Medicine_pareto_test_20260511T201320,1063,10014,6,80.0,100.0
Medicine_pareto_test_20260511T201320,1064,10019,5,100.0,85.0
Medicine_pareto_test_20260511T201320,1065,10029,10,175.0,175.0
Medicine_pareto_test_20260511T201320,1066,10040,11,195.0,150.0
Medicine_pareto_test_20260511T201320,1067,10043,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1068,10048,5,90.0,125.0
Medicine_pareto_test_20260511T201320,1069,10051,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1070,10057,6,140.0,120.0
Medicine_pareto_test_20260511T201320,1071,10068,11,205.0,180.0
Medicine_pareto_test_20260511T201320,1072,10072,4,70.0,80.0
Medicine_pareto_test_20260511T201320,1073,10075,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1074,10079,4,65.0,75.0
Medicine_pareto_test_20260511T201320,1075,10087,8,135.0,155.0
Medicine_pareto_test_20260511T201320,1076,10094,7,110.0,155.0
Medicine_pareto_test_20260511T201320,1077,10099,5,100.0,85.0
Medicine_pareto_test_20260511T201320,1078,10105,6,105.0,95.0
Medicine_pareto_test_20260511T201320,1079,10109,4,65.0,75.0
Medicine_pareto_test_20260511T201320,1080,10116,7,120.0,115.0
Medicine_pareto_test_20260511T201320,1081,10122,6,110.0,100.0
Medicine_pareto_test_20260511T201320,1082,10125,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1083,10129,4,80.0,110.0
Medicine_pareto_test_20260511T201320,1084,10134,5,75.0,90.0
Medicine_pareto_test_20260511T201320,1085,10137,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1086,10142,5,100.0,85.0
Medicine_pareto_test_20260511T201320,1087,10147,5,100.0,85.0
Medicine_pareto_test_20260511T201320,1088,10151,4,90.0,70.0
Medicine_pareto_test_20260511T201320,1089,10156,5,120.0,75.0
Medicine_pareto_test_20260511T201320,1090,10162,6,130.0,90.0
Medicine_pareto_test_20260511T201320,1091,10171,9,180.0,125.0
Medicine_pareto_test_20260511T201320,1092,10181,10,190.0,160.0
Medicine_pareto_test_20260511T201320,1093,10190,9,150.0,125.0
Medicine_pareto_test_20260511T201320,1094,10194,4,80.0,110.0
Medicine_pareto_test_20260511T201320,1095,10202,8,175.0,135.0
Medicine_pareto_test_20260511T201320,1096,10205,3,60.0,65.0
Medicine_pareto_test_20260511T201320,1097,10216,11,215.0,140.0
Medicine_pareto_test_20260511T201320,1098,10231,15,305.0,280.0
Medicine_pareto_test_20260511T201320,1099,10238,7,115.0,180.0
